,WT2_S2_L001,WT1_S1_L001,KO1_S4_L001,WT3_S3_L001,KO2_S5_L001,KO3_S6_L001
ENSMUSG00000060417,7.7,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060419,2559.5,3066.55,2260.51,3440.34,3563.71,2682.61
ENSMUSG00000060424,1.0,7.0,4.0,3.0,7.0,4.0
ENSMUSG00000060427,563.01,572.57,534.66,538.65,459.53,462.61
ENSMUSG00000060429,461.0,249.0,273.0,340.0,336.0,190.0
ENSMUSG00000060438,23.24,30.88,12.7,40.45,34.96,50.3
ENSMUSG00000060441,37.49,60.45,37.9,31.4,23.98,14.06
ENSMUSG00000060445,3.0,5.0,8.0,4.0,3.0,1.0
ENSMUSG00000060450,4290.0,4353.0,4367.0,4948.0,3580.0,4138.0
ENSMUSG00000060459,79.95,96.99,107.78,117.7,124.96,139.0
ENSMUSG00000060461,2.0,12.0,12.0,6.0,5.0,8.0
ENSMUSG00000060467,126.74,144.24,99.66,199.44,108.46,173.61
ENSMUSG00000060469,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060470,10.0,6.0,18.0,2.0,17.0,16.0
ENSMUSG00000060475,2533.7,2633.37,3023.1,2932.42,2526.8,2999.89
ENSMUSG00000060477,465.0,316.0,484.0,447.0,460.0,429.0
ENSMUSG00000060480,17.38,48.11,129.47,38.01,126.53,134.8
ENSMUSG00000060487,29.0,10.0,22.0,16.0,21.0,14.0
ENSMUSG00000060490,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060491,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060499,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060503,34.89,22.96,21.13,25.62,13.35,9.09
ENSMUSG00000060508,4.0,4.0,0.0,1.0,0.0,0.0
ENSMUSG00000060509,7.0,16.0,8.0,10.0,24.0,6.0
ENSMUSG00000060510,1668.0,1246.0,1451.0,1243.0,1013.0,1153.0
ENSMUSG00000060512,342.0,352.0,301.0,373.0,432.0,294.0
ENSMUSG00000060519,658.0,722.0,706.0,741.0,665.0,662.0
ENSMUSG00000060523,126.64,213.96,390.25,273.63,287.28,571.38
ENSMUSG00000060530,16.0,6.0,17.0,2.0,20.0,28.0
ENSMUSG00000060534,14.0,4.0,10.0,2.0,10.0,5.0
ENSMUSG00000060538,897.0,978.0,774.0,1184.0,1025.0,1010.98
ENSMUSG00000060548,1926.0,1893.0,2072.0,2105.0,1640.0,1920.0
ENSMUSG00000060550,268.58,190.96,146.14,251.93,251.08,242.69
ENSMUSG00000060556,98.5,74.26,64.08,99.74,48.59,71.08
ENSMUSG00000060559,7.14,6.0,6.0,19.0,17.0,9.56
ENSMUSG00000060560,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060565,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060566,0.0,0.0,0.0,0.0,1.17,2.17
ENSMUSG00000060568,331.0,368.0,382.0,374.0,243.0,369.0
ENSMUSG00000060572,223.0,294.0,305.0,283.0,197.0,331.0
ENSMUSG00000060579,162.0,182.0,173.0,270.0,189.0,211.0
ENSMUSG00000060583,47.0,26.0,29.99,35.0,20.0,9.0
ENSMUSG00000060586,2254.0,2296.0,1478.0,2535.0,2485.0,2378.0
ENSMUSG00000060591,4180.3,5327.87,4377.51,5511.71,4396.89,5680.91
ENSMUSG00000060594,69.0,52.0,49.0,46.0,77.0,48.0
ENSMUSG00000060600,944.0,1246.0,1272.0,1390.0,1066.0,1472.0
ENSMUSG00000060601,2702.0,2896.0,2822.0,2845.0,2471.0,2429.0
ENSMUSG00000060613,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060615,2.0,8.0,0.0,2.0,2.0,2.0
ENSMUSG00000060621,8.0,15.0,15.0,12.0,14.0,16.0
ENSMUSG00000060630,3.0,0.0,2.0,0.0,1.0,1.0
ENSMUSG00000060636,5142.2,8042.52,5614.23,8337.42,5036.29,6222.02
ENSMUSG00000060639,137.65,173.18,114.8,121.58,144.54,225.21
ENSMUSG00000060647,13.99,15.78,2.54,15.89,6.49,6.29
ENSMUSG00000060657,2600.0,2022.0,2542.0,2060.0,1365.0,2119.0
ENSMUSG00000060663,212.0,157.0,182.03,211.25,185.94,348.89
ENSMUSG00000060671,904.0,755.0,1025.0,865.0,879.0,782.0
ENSMUSG00000060673,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060675,1877.0,1961.0,1724.0,2235.0,1727.0,1951.0
ENSMUSG00000060678,24.01,24.32,26.45,16.41,35.87,27.69
ENSMUSG00000060679,916.0,1209.0,1084.0,1218.0,905.0,1451.0
ENSMUSG00000060680,28.55,51.88,38.73,23.97,45.41,35.43
ENSMUSG00000060681,1616.0,1305.0,1420.0,1461.0,877.0,1135.0
ENSMUSG00000060685,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060688,21.0,5.0,16.0,21.0,15.0,17.0
ENSMUSG00000060691,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060699,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060701,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060703,714.0,830.0,638.0,932.0,625.0,717.0
ENSMUSG00000060708,176.0,209.0,161.0,241.0,189.0,229.0
ENSMUSG00000060715,8.0,12.0,7.0,6.0,10.0,13.0
ENSMUSG00000060716,495.21,425.32,524.0,482.37,424.68,259.27
ENSMUSG00000060724,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060726,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060727,0.0,1.2,0.0,0.0,1.41,6.59
ENSMUSG00000060730,0.0,0.0,1.14,0.0,0.0,0.0
ENSMUSG00000060733,1584.0,1594.0,1950.0,1629.0,1256.0,1675.0
ENSMUSG00000060735,18.0,24.0,20.0,18.0,19.0,18.0
ENSMUSG00000060738,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060739,3010.51,3340.57,2777.19,3662.74,3365.23,3283.42
ENSMUSG00000060742,3.0,6.0,2.0,3.24,11.0,2.0
ENSMUSG00000060743,18497.7,20098.17,19350.53,21945.85,18892.07,20613.05
ENSMUSG00000060747,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060756,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060759,0.0,0.0,0.0,1.03,0.0,1.0
ENSMUSG00000060765,174.17,123.92,203.39,80.81,172.2,78.16
ENSMUSG00000060771,440.0,384.0,499.0,461.0,400.0,532.0
ENSMUSG00000060777,1.54,0.0,0.0,0.0,0.0,3.0
ENSMUSG00000060780,70.0,116.0,92.0,118.0,55.0,88.0
ENSMUSG00000060787,124.0,132.0,132.28,112.0,86.0,120.0
ENSMUSG00000060791,126.0,124.0,109.48,152.24,177.76,188.9
ENSMUSG00000060794,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060795,0.09,0.0,15.51,6.26,2.67,10.41
ENSMUSG00000060798,924.0,634.0,845.0,798.0,693.0,638.0
ENSMUSG00000060802,5463.0,5149.0,5224.0,5674.0,6705.0,4941.0
ENSMUSG00000060803,2801.4,3958.69,2795.23,4090.33,2876.4,4505.1
ENSMUSG00000060807,7.0,5.0,6.0,1.0,2.0,2.0
ENSMUSG00000060808,6.0,10.0,7.0,5.0,1.0,2.0
ENSMUSG00000060811,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060816,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060827,58.61,21.0,47.03,32.38,45.18,43.72
ENSMUSG00000060843,2.0,0.0,2.0,1.0,0.0,6.0
ENSMUSG00000060860,7260.0,10614.0,9286.0,11232.0,8518.0,11018.0
ENSMUSG00000060862,584.0,586.0,619.0,568.0,313.0,611.0
ENSMUSG00000060863,1.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060878,151.0,98.0,123.0,102.0,112.0,95.0
ENSMUSG00000060879,1.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060882,78.0,74.0,84.0,78.0,45.0,77.0
ENSMUSG00000060888,113.0,144.0,126.0,174.0,124.0,82.74
ENSMUSG00000060890,0.0,1.0,1.0,2.0,0.0,0.0
ENSMUSG00000060904,5109.0,5296.0,4764.0,6076.0,4887.0,5062.0
ENSMUSG00000060913,3.0,1.0,1.0,2.0,0.0,4.0
ENSMUSG00000060918,24.88,14.24,14.0,12.98,12.0,6.6
ENSMUSG00000060923,326.0,404.0,351.0,464.0,292.0,376.0
ENSMUSG00000060924,79.0,59.0,73.0,69.0,24.0,43.0
ENSMUSG00000060935,745.0,830.0,803.0,776.0,622.0,963.0
ENSMUSG00000060938,10006.03,15051.18,10706.3,15636.13,13596.69,17266.0
ENSMUSG00000060950,234.0,229.0,253.0,262.0,205.0,275.0
ENSMUSG00000060956,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060961,4035.0,3220.0,3927.0,3812.0,2335.0,2751.0
ENSMUSG00000060962,880.0,824.0,722.0,1031.0,890.0,1038.0
ENSMUSG00000060967,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060969,45.0,45.0,48.0,48.0,45.0,66.0
ENSMUSG00000060974,91.13,75.22,77.76,63.26,47.74,65.55
ENSMUSG00000060981,99.14,115.86,74.01,129.66,147.23,163.8
ENSMUSG00000060985,4.0,5.0,10.0,14.0,6.0,5.0
ENSMUSG00000060988,433.0,252.0,353.0,307.0,312.0,310.0
ENSMUSG00000060989,45.38,34.76,57.05,69.44,26.05,50.43
ENSMUSG00000060992,3751.0,5138.0,4564.0,5057.0,3916.0,6196.0
ENSMUSG00000061000,6.0,0.0,8.39,12.44,3.13,3.04
ENSMUSG00000061013,86.0,69.0,90.0,83.0,144.0,102.0
ENSMUSG00000061022,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061024,725.0,599.0,723.0,828.0,589.0,778.0
ENSMUSG00000061028,1067.0,1603.0,1410.0,1418.0,994.0,1675.0
ENSMUSG00000061032,5371.0,7299.0,6930.0,7129.0,5155.0,8064.0
ENSMUSG00000061039,40.0,29.0,29.0,43.0,10.0,34.0
ENSMUSG00000061046,579.7,831.78,728.02,838.99,882.68,947.23
ENSMUSG00000061048,148.0,151.0,188.0,171.0,105.0,262.0
ENSMUSG00000061062,160.32,133.21,641.12,149.03,577.85,972.01
ENSMUSG00000061065,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061068,7.0,10.0,0.0,7.0,8.0,3.0
ENSMUSG00000061075,0.0,0.0,0.0,0.0,0.0,8.0
ENSMUSG00000061079,570.0,411.0,647.0,503.0,509.0,432.0
ENSMUSG00000061080,63.0,65.0,38.0,67.0,64.0,50.0
ENSMUSG00000061082,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061086,48.0,41.0,26.0,72.0,38.0,61.0
ENSMUSG00000061099,10.0,7.0,2.0,3.0,5.0,10.0
ENSMUSG00000061100,3.0,0.0,1.0,2.0,2.0,24.0
ENSMUSG00000061104,2892.78,3315.96,3054.52,3655.04,3091.17,3716.97
ENSMUSG00000061111,2655.0,4191.0,2923.0,4124.0,3003.0,4780.0
ENSMUSG00000061115,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061118,503.66,677.49,638.39,721.07,534.62,773.08
ENSMUSG00000061119,540.0,547.0,687.0,640.0,550.0,651.96
ENSMUSG00000061126,176.0,71.0,117.0,128.0,89.0,70.0
ENSMUSG00000061130,2344.44,2373.09,2844.01,2547.52,1793.73,2642.9
ENSMUSG00000061132,1108.0,1200.0,1215.0,1329.0,1086.0,1288.0
ENSMUSG00000061136,2298.0,1897.0,2409.0,2175.0,1730.0,2058.0
ENSMUSG00000061143,437.0,413.0,539.0,442.0,345.0,334.0
ENSMUSG00000061144,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061150,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061165,137.0,104.0,145.0,202.0,125.0,59.0
ENSMUSG00000061167,2855.47,3663.26,2567.76,3390.93,4276.89,2738.81
ENSMUSG00000061171,14.0,7.0,13.0,7.0,17.0,3.0
ENSMUSG00000061175,408.0,331.0,432.0,329.0,296.0,340.0
ENSMUSG00000061184,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061186,6.0,6.0,9.0,3.0,7.0,4.0
ENSMUSG00000061195,8.78,7.05,6.49,4.0,1.31,3.0
ENSMUSG00000061207,605.0,1044.0,778.0,863.0,619.0,1124.0
ENSMUSG00000061208,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061210,39.29,63.48,47.45,26.62,38.6,43.75
ENSMUSG00000061232,6667.02,5241.66,4895.85,6085.92,6496.79,6280.71
ENSMUSG00000061242,1.88,8.75,5.22,3.69,0.0,6.71
ENSMUSG00000061244,1103.15,935.42,1118.0,1061.0,780.0,1033.0
ENSMUSG00000061246,5.0,8.0,8.0,7.0,4.0,2.0
ENSMUSG00000061259,1.0,1.0,0.0,0.0,0.0,1.0
ENSMUSG00000061272,0.0,1.41,1.38,0.0,2.75,1.39
ENSMUSG00000061273,2653.0,2654.0,2803.0,2661.0,1841.0,2596.0
ENSMUSG00000061286,827.0,1071.0,836.0,1035.0,1170.0,1220.0
ENSMUSG00000061288,623.0,498.0,603.0,677.0,515.0,527.0
ENSMUSG00000061292,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061295,253.07,191.16,351.56,232.61,283.11,329.91
ENSMUSG00000061296,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061298,188.0,199.0,261.0,231.0,173.0,227.0
ENSMUSG00000061305,68.0,38.0,29.0,54.0,22.0,14.0
ENSMUSG00000061306,4064.73,4028.94,4343.46,4318.61,3874.49,3999.65
ENSMUSG00000061311,1.0,1.0,5.0,7.0,0.0,4.0
ENSMUSG00000061313,987.0,1051.0,1213.0,986.0,785.0,1222.0
ENSMUSG00000061315,10156.85,13673.95,10647.14,14554.78,12062.9,15434.55
ENSMUSG00000061322,289.0,211.0,204.0,204.0,295.0,290.0
ENSMUSG00000061330,68.7,78.22,60.66,99.85,118.25,75.55
ENSMUSG00000061331,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061336,82.0,78.0,70.0,72.0,36.0,83.0
ENSMUSG00000061342,34.32,24.97,34.39,24.0,11.25,7.2
ENSMUSG00000061353,3427.0,3739.0,4201.0,4218.0,3937.0,3973.0
ENSMUSG00000061356,6.0,13.0,14.0,10.0,16.0,18.0
ENSMUSG00000061360,1014.0,1534.0,1259.0,1381.0,946.0,1814.0
ENSMUSG00000061361,137.25,202.71,294.94,120.1,175.84,208.19
ENSMUSG00000061367,75.0,70.0,92.0,101.0,57.0,55.0
ENSMUSG00000061371,96.0,93.0,75.0,79.0,71.0,85.0
ENSMUSG00000061374,1378.0,1422.0,1653.0,1620.0,1168.0,1671.0
ENSMUSG00000061376,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061387,24.0,24.0,33.0,19.0,14.0,11.0
ENSMUSG00000061388,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061390,0.0,2.08,0.0,2.07,0.0,0.0
ENSMUSG00000061392,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061393,97.0,60.0,56.0,62.0,41.0,71.0
ENSMUSG00000061397,0.0,6.0,7.0,4.0,3.0,13.0
ENSMUSG00000061410,1890.0,1501.0,2186.0,1743.0,1306.0,1586.0
ENSMUSG00000061411,1652.0,1418.0,2643.0,1645.0,1547.0,1670.0
ENSMUSG00000061414,17.0,6.0,5.0,5.0,9.0,15.0
ENSMUSG00000061436,1234.66,529.46,615.06,565.73,454.14,345.58
ENSMUSG00000061451,861.0,1067.0,1163.0,1203.0,957.0,1054.0
ENSMUSG00000061455,966.0,890.0,963.0,948.0,805.0,876.0
ENSMUSG00000061457,12.9,2.14,7.32,11.26,4.11,0.0
ENSMUSG00000061458,614.0,752.0,780.0,724.0,535.0,951.0
ENSMUSG00000061461,969.0,1351.0,966.0,1304.0,919.0,1263.0
ENSMUSG00000061462,19.0,17.0,27.0,6.0,2.0,13.0
ENSMUSG00000061469,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061474,706.4,915.61,909.25,914.58,771.67,1075.65
ENSMUSG00000061477,6709.14,6833.96,5324.71,7880.99,6837.7,6931.37
ENSMUSG00000061479,2224.91,2820.95,2772.85,2580.85,2030.91,3338.93
ENSMUSG00000061482,7.7,15.67,1.24,16.39,4.73,9.54
ENSMUSG00000061486,0.0,2.0,0.0,0.0,1.0,2.0
ENSMUSG00000061488,0.0,0.0,0.0,2.01,0.0,1.0
ENSMUSG00000061489,34.7,21.0,38.0,32.0,14.0,7.0
ENSMUSG00000061490,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061501,2.0,2.0,4.0,5.0,29.0,27.0
ENSMUSG00000061510,112.0,135.0,153.0,120.0,83.0,128.0
ENSMUSG00000061517,954.73,707.95,832.94,887.88,578.07,698.35
ENSMUSG00000061518,6206.03,9793.65,6929.92,10104.23,6665.41,10581.2
ENSMUSG00000061520,23.62,15.24,14.9,10.04,5.0,6.0
ENSMUSG00000061524,10.0,4.0,10.0,9.0,0.0,5.0
ENSMUSG00000061525,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061527,2215.98,2183.69,3139.39,2460.77,2614.54,2807.0
ENSMUSG00000061531,26.0,36.0,13.0,58.0,20.0,41.0
ENSMUSG00000061533,483.0,487.0,701.0,506.0,428.0,506.0
ENSMUSG00000061535,187.0,214.0,202.0,232.0,181.0,176.0
ENSMUSG00000061536,1629.0,1465.0,1926.0,1505.0,1244.0,1608.0
ENSMUSG00000061540,0.0,0.0,1.0,0.0,1.57,1.0
ENSMUSG00000061544,492.0,339.0,356.0,366.0,210.0,322.0
ENSMUSG00000061549,24.0,14.0,9.0,21.0,13.0,5.0
ENSMUSG00000061559,1600.01,1670.33,1665.54,1857.45,1441.21,1752.15
ENSMUSG00000061561,7.57,8.36,10.77,7.87,12.2,6.3
ENSMUSG00000061576,45.0,37.0,45.0,43.0,66.0,48.0
ENSMUSG00000061577,31.0,15.0,2.0,28.0,9.0,31.0
ENSMUSG00000061578,5476.0,3364.0,6300.0,3779.0,2383.0,4698.0
ENSMUSG00000061584,16.0,14.0,12.0,6.0,14.0,16.0
ENSMUSG00000061589,1683.0,1581.0,1988.0,1545.0,1144.0,1500.0
ENSMUSG00000061601,2998.0,1709.0,2398.0,1959.0,1074.72,1581.0
ENSMUSG00000061602,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061603,1589.0,1215.0,1434.0,1367.0,781.0,1070.0
ENSMUSG00000061607,1237.0,967.0,1440.0,987.0,728.0,1006.0
ENSMUSG00000061613,1411.64,1911.06,1853.4,1767.96,1426.51,2270.38
ENSMUSG00000061614,26.0,13.0,30.0,16.0,12.0,0.0
ENSMUSG00000061615,2.24,0.0,0.0,0.0,0.0,4.68
ENSMUSG00000061616,61.96,81.33,153.4,49.44,143.8,109.31
ENSMUSG00000061619,0.0,0.0,0.0,0.0,0.0,1.17
ENSMUSG00000061626,21.7,33.87,13.54,34.21,10.13,10.68
ENSMUSG00000061633,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061637,0.0,3.0,1.0,0.0,0.0,0.0
ENSMUSG00000061650,1494.0,1611.0,1515.0,1794.0,1200.0,1599.0
ENSMUSG00000061653,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061665,2078.0,1723.0,2050.0,1900.0,1609.0,1713.0
ENSMUSG00000061666,345.0,282.0,370.0,337.0,712.0,474.0
ENSMUSG00000061669,23.98,21.49,9.54,33.18,22.07,22.48
ENSMUSG00000061684,217.56,280.2,318.95,295.65,330.65,352.42
ENSMUSG00000061689,1777.0,1945.0,2074.0,1956.0,1654.0,2345.0
ENSMUSG00000061701,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061702,33.0,40.0,47.0,31.0,21.0,32.0
ENSMUSG00000061707,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061718,3728.0,5280.0,3594.0,5561.0,3119.05,4964.0
ENSMUSG00000061723,2.0,3.0,114.0,2.0,0.0,17.0
ENSMUSG00000061724,542.46,415.11,610.24,541.64,323.46,214.65
ENSMUSG00000061728,2.0,0.0,1.0,3.0,3.0,1.0
ENSMUSG00000061731,950.0,925.0,953.0,924.0,812.0,735.0
ENSMUSG00000061740,287.0,312.0,346.0,299.99,252.0,219.0
ENSMUSG00000061742,0.0,0.0,2.0,0.0,3.0,0.0
ENSMUSG00000061751,1941.0,1300.0,1869.0,1655.0,1188.0,1125.0
ENSMUSG00000061755,1876.0,1394.0,1956.0,1614.0,1021.0,1388.0
ENSMUSG00000061758,254.0,226.0,209.0,256.0,208.0,235.0
ENSMUSG00000061759,428.0,469.0,489.0,467.0,353.0,497.0
ENSMUSG00000061762,15.0,17.0,33.0,19.0,34.0,31.0
ENSMUSG00000061769,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061777,34.71,44.07,32.25,27.68,27.26,59.9
ENSMUSG00000061778,531.0,361.0,377.0,420.0,384.0,337.0
ENSMUSG00000061780,34.0,4.0,26.0,9.0,13.0,0.0
ENSMUSG00000061787,6982.21,10214.45,7164.24,10702.5,9334.86,11836.28
ENSMUSG00000061798,9.52,6.6,7.81,3.38,14.73,8.0
ENSMUSG00000061802,394.0,307.0,349.0,366.0,427.0,368.0
ENSMUSG00000061808,16.0,28.0,18.0,39.0,15.0,4.0
ENSMUSG00000061809,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061815,37.0,33.0,56.0,18.0,30.0,65.0
ENSMUSG00000061816,2.0,4.0,113.0,1.0,5.0,8.0
ENSMUSG00000061825,4.0,1.0,3.0,3.1,13.0,0.0
ENSMUSG00000061829,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061833,0.0,3.87,8.66,10.04,10.6,47.6
ENSMUSG00000061838,1889.88,1693.75,1770.69,2203.59,1805.46,1543.62
ENSMUSG00000061843,0.0,2.0,0.0,0.0,0.0,0.0
ENSMUSG00000061845,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061847,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061848,85.81,158.27,74.22,213.06,153.4,151.66
ENSMUSG00000061852,2.02,0.0,0.0,2.13,0.0,0.0
ENSMUSG00000061859,1717.0,1364.0,1772.0,1581.0,1180.0,1437.0
ENSMUSG00000061863,12.35,11.57,12.3,21.73,20.72,32.07
ENSMUSG00000061864,0.0,0.0,1.0,0.0,0.0,1.0
ENSMUSG00000061875,34.75,23.0,24.0,48.94,11.45,8.0
ENSMUSG00000061877,1.0,0.0,0.0,3.0,0.0,0.0
ENSMUSG00000061878,122.0,165.0,171.0,192.0,222.0,200.0
ENSMUSG00000061882,182.0,302.09,275.19,202.0,143.0,289.0
ENSMUSG00000061887,3402.0,3471.0,4100.0,3617.0,2777.0,3795.0
ENSMUSG00000061894,388.0,302.0,307.0,335.0,248.0,310.0
ENSMUSG00000061897,7.3,116.63,14.9,207.58,10.2,261.11
ENSMUSG00000061898,285.0,324.0,308.0,335.0,247.0,326.0
ENSMUSG00000061904,8874.0,10323.0,10219.98,10875.0,8864.99,11887.0
ENSMUSG00000061906,0.0,2.0,1.0,1.0,0.0,1.0
ENSMUSG00000061911,3175.0,2518.0,3687.0,2967.0,2080.0,2228.0
ENSMUSG00000061923,0.0,0.0,0.0,0.0,2.0,0.0
ENSMUSG00000061928,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061937,2.0,1.0,11.0,3.0,0.0,0.0
ENSMUSG00000061947,3.0,0.0,0.0,0.0,0.0,4.0
ENSMUSG00000061950,1662.0,1548.0,1750.0,1658.0,1235.0,1504.0
ENSMUSG00000061952,48.66,42.72,35.86,40.7,29.0,13.2
ENSMUSG00000061958,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061959,2070.24,2550.11,2026.0,2530.4,1616.0,2250.11
ENSMUSG00000061961,17.03,6.78,15.87,7.04,13.03,11.0
ENSMUSG00000061969,0.0,0.0,1.0,0.0,0.0,0.0
ENSMUSG00000061972,55.05,39.93,66.37,57.72,39.0,37.02
ENSMUSG00000061974,4.82,11.18,10.84,0.0,0.0,0.0
ENSMUSG00000061975,0.0,0.0,0.0,4.0,0.0,0.0
ENSMUSG00000061977,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000061979,459.42,595.67,596.23,600.82,378.97,616.55
ENSMUSG00000061981,3780.0,4062.0,4109.0,4455.0,3527.0,4015.0
ENSMUSG00000061983,6187.79,10033.27,7477.01,10122.38,9282.39,13065.86
ENSMUSG00000061984,105.0,50.0,61.0,72.0,41.0,37.0
ENSMUSG00000061988,12.01,9.0,3.0,7.0,7.0,0.0
ENSMUSG00000061991,0.0,6.08,0.0,0.0,5.9,12.75
ENSMUSG00000061992,1.0,1.0,0.0,0.0,1.0,0.0
ENSMUSG00000062006,4596.61,6861.66,4603.52,7318.69,6097.15,8029.26
ENSMUSG00000062007,5.0,3.0,6.0,3.0,7.0,2.0
ENSMUSG00000062012,300.0,338.0,407.0,386.0,373.0,390.0
ENSMUSG00000062014,3155.0,2670.0,2654.0,3018.0,1939.0,2581.0
ENSMUSG00000062017,28.0,32.0,9.0,23.0,18.0,22.0
ENSMUSG00000062028,3.0,0.0,0.0,0.0,4.0,0.0
ENSMUSG00000062031,540.0,679.0,716.0,735.0,585.0,851.0
ENSMUSG00000062036,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000062037,56.0,34.0,42.0,30.0,51.0,45.0
ENSMUSG00000062038,308.18,285.41,296.79,361.88,225.53,354.8
ENSMUSG00000062040,364.0,376.0,415.0,390.0,282.0,296.0
ENSMUSG00000062042,0.0,0.0,0.0,0.0,1.0,13.01
ENSMUSG00000062044,753.0,1062.0,975.0,828.0,534.0,999.0
ENSMUSG00000062046,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000062054,735.0,766.9,685.0,836.0,817.0,1020.96
ENSMUSG00000062061,178230.97,2489.36,16844.78,3875.7,111097.12,47813.8
ENSMUSG00000062064,0.0,0.0,0.0,0.0,0.0,1.0
ENSMUSG00000062070,3305.45,3613.9,2968.51,3621.35,3028.5,4424.22
ENSMUSG00000062073,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000062074,2.0,0.0,2.0,0.0,3.0,2.0
ENSMUSG00000062075,1277.0,1374.0,1432.0,1374.0,988.0,1271.0
ENSMUSG00000062077,0.0,0.0,0.0,0.0,3.0,0.0
ENSMUSG00000062078,2048.0,1661.0,1807.0,1886.0,1100.0,1564.0
ENSMUSG00000062081,293.92,243.84,299.44,280.57,279.37,146.6
ENSMUSG00000062082,3.0,0.0,3.0,6.0,1.0,4.0
ENSMUSG00000062083,34.4,39.32,39.89,42.56,59.79,44.69
ENSMUSG00000062093,65.46,50.89,72.58,45.2,76.78,133.8
ENSMUSG00000062098,1178.0,1028.0,992.0,1118.0,664.0,807.0
ENSMUSG00000062101,179.21,146.74,182.7,177.74,144.86,183.54
ENSMUSG00000062103,43.96,41.0,57.0,35.0,29.0,16.0
ENSMUSG00000062105,59.0,46.0,67.0,48.0,107.0,88.0
ENSMUSG00000062110,317.0,338.0,399.0,380.0,333.0,318.0
ENSMUSG00000062115,1587.41,1293.0,1383.39,1260.0,1095.0,1011.0
ENSMUSG00000062116,488.0,631.0,457.0,608.0,524.0,654.0
ENSMUSG00000062121,0.0,0.0,1.0,0.0,0.0,6.0
ENSMUSG00000062124,0.0,1.0,2.0,0.0,4.0,1.0
